"Order","Symbol","Name","Current Price","Price % Chg","Price $ Chg","Volume (1000s)","Vol % Chg vs 50-Day","EPS Rating","RS Rating","Ind Group RS","SMR Rating","A/D Rating","Comp Rating","% Off High","50-Day Avg Vol (1000s)","ETF/Closed-End Fund"
"4462","RMTI","Rockwell Medical","0.95","-0.76","-0.01","153","-44","5","12","B+","D","C","10","-58.05","277","No"
"4463","RNA","Avidity Biosciences","72.6","0.08","0.06","1160","-55","2","97","A+","D","B+","74","-0.01","2738","No"
"4464","RNAC","Cartesian Therapeutics","7.36","-3.66","-0.28","76","-58","27","8","A+","-","A-","30","-63.42","184","No"
"4465","RNAZ","TransCode Therapeutics","8.83","-2.11","-0.19","12","-81.5","64","8","A+","-","B+","35","-98.12","66","No"
"4466","RNG","RingCentral Cl A","26.94","-6.62","-1.91","1471","14.6","97","32","D","-","C-","43","-26.05","1284","No"
"4467","RNGR","Ranger Energy Svcs Cl A","14.72","-0.27","-0.04","210","18.7","34","62","A","D","B+","55","-20.22","169","No"
"4468","RNGT","Range Capital Acqn II","9.98","0","0","108","102","5","32","C-","-","-","19","-0.7","67","No"
"4469","RNMBY","Rheinmetall ADR","443.6","0.8","3.5","67","-11.8","91","92","A","-","B","-","-4.91","68","No"
"4470","RNR","RenaissanceRe Hldgs","271.89","-0.81","-2.22","261","-33","92","60","C-","B","C-","72","-4.69","390","No"
"4471","RNST","Renasant","36.91","1.54","0.56","420","-19.6","62","60","C-","A","D+","63","-8.64","537","No"
"4472","RNTX","Rein Therapeutics","1.16","3.57","0.04","150","-41.1","35","12","A+","-","D-","21","-66.86","256","No"
"4473","RNW","ReNew Energy Global","5.4","-0.18","-0.01","504","-66.4","38","11","B","B","C+","37","-34.47","1438","No"
"4474","RNXT","RenovoRx","1.03","-2.83","-0.03","239","-25.2","33","16","A+","E","C-","32","-39.05","319","No"
"4475","ROAD","Construction Ptrs Cl A","112.13","-1.37","-1.56","1063","114.5","97","64","A-","A","D","88","-19.27","492","No"
"4476","ROCK","Gibraltar Industries","58.26","4.35","2.43","295","-14","73","22","A-","B","B-","60","-22.4","328","No"
"4477","ROG","Rogers Corp","100.89","1.24","1.24","126","-10.2","21","87","A+","D","B","65","0.74","141","No"
"4478","ROIV","Roivant Sciences","23.3","-2.14","-0.51","6324","-18.1","16","95","A+","E","A+","75","-2.22","7726","No"
"4479","ROK","Rockwell Automation","421.13","0.94","3.92","546","-39.8","80","88","A-","B","B+","93","-1.12","907","No"
"4480","ROKU","Roku Cl A","104.97","-2.4","-2.58","3162","8.3","80","85","D+","D","B","77","-10.02","2919","No"
"4481","ROL","Rollins","62.17","0.02","0.01","2067","-22.7","92","71","B","A","C","90","-0.05","2676","No"
"4482","ROLR","High Roller Technologies","23.75","25.73","4.86","23390","958.4","68","99","C-","E","A+","76","-29.48","2210","No"
"4483","ROMA","Roma Green Finance","2.33","2.64","0.06","45","133.3","2","94","B","D","B+","47","-50.01","19","No"
"4484","ROOT","Root Cl A","72.11","-0.84","-0.61","136","-64.3","27","12","C-","B","C-","18","-60.19","383","No"
"4485","ROP","Roper Technologies","414.25","-2.35","-9.95","1774","84.5","84","13","A","A","E","54","-30.4","961","No"
"4486","ROST","Ross Stores","193.79","1.02","1.96","1667","-37.8","74","86","A","A","A-","95","0","2681","No"
"4487","ROSYY","Rostelecom ADR","1.01","0","0","0","0","47","32","B-","-","E","-","-80.38","0","No"
"4488","RPAY","Repay Holdings","3.6","0.84","0.03","1289","14.9","55","10","D-","C","D-","11","-54.08","1187","No"
"4489","RPD","Rapid7","13.3","-1.7","-0.23","678","-43.9","71","7","E","-","D-","6","-66.96","1209","No"
"4490","RPGL","Republic Power Group","0.4","3.06","0.01","274","-97.8","7","1","C","E","D","1","-92.22","12563","No"
"4491","RPID","Rapid Micro Biosystems","3.45","-6.25","-0.23","131","-24.8","23","92","A","D","B","63","-23.33","174","No"
"4492","RPM","RPM International","112.37","1.08","1.2","1127","1.7","58","32","D-","B","A-","48","-12.97","1058","No"
"4493","RPRX","Royalty Pharma","39.72","-1.22","-0.49","4300","1.9","26","72","A+","B","C+","75","-4.75","4312","No"
"4494","RPT","Rithm Property Trust","16.3","0.49","0.08","33","-3","68","49","C-","D","C+","48","-20.57","34","No"
"4495","RPTX","Repare Therapeutics","2.57","-1.15","-0.03","499","-59","67","94","A+","E","B-","87","-3.38","1192","No"
"4496","RR","Richtech Robotics","3.79","-7.11","-0.29","28242","8.3","2","83","A","E","A","46","-48.99","26081","No"
"4497","RRBI","Red River Bancshares","75.48","3.4","2.48","39","5.8","92","85","C-","A","A-","92","-3.24","35","No"
"4498","RRC","Range Resources","33.6","0.51","0.17","3143","3.5","94","19","D+","A","E","48","-22.76","3038","No"
"4499","RRGB","Red Robin Gourmet Burgers","4.23","5.22","0.21","363","61.7","55","15","A-","-","C","27","-46.35","225","No"
"4500","RRR","Red Rock Resorts Cl A","63.56","2.73","1.69","683","-28.8","90","82","D","B","B+","80","-1.75","918","No"
"4501","RRX","Regal Rexnord","158.16","1.85","2.87","647","-16.1","56","74","A-","C","C+","69","-5.73","781","No"
"4502","RS","Reliance","322.55","2.21","6.97","394","30.7","45","67","A-","C","A-","71","-7.16","305","No"
"4503","RSG","Republic Services","210.79","-0.09","-0.19","1455","-2.8","82","20","B-","B","D-","48","-18.54","1505","No"
"4504","RSI","Rush Street Interactive","19.73","4.39","0.83","1470","19","79","83","D","A","D+","85","-12.89","1256","No"
"4505","RSKD","Riskified","4.73","0.64","0.03","484","-12.7","35","27","D","C","A","38","-21.1","555","No"
"4506","RSSS","Research Solutions","2.9","1.75","0.05","36","-49.3","41","20","D-","C","D+","25","-29.61","72","No"
"4507","RSVR","Reservoir Media","7.56","0.93","0.07","31","-53.5","50","38","D+","C","B+","46","-15.44","66","No"
"4508","RTAC","Renatus Tactical Acqn I","10.69","-0.65","-0.07","189","-3.8","5","20","C-","-","C+","13","-20.09","191","No"
"4509","RTO","Rentokil Initial ADR","31.23","0.45","0.14","951","19.1","83","83","D","C","B","82","-3.01","804","No"
"4510","RTX","RTX","199.83","0.5","0.99","3657","-19.9","89","89","A","B","B","97","0.48","4566","No"
"4511","RUBI","Rubico","0.9","-1.45","-0.01","132","-92.8","29","1","B-","B","E","2","-99.55","1836","No"
"4512","RUM","Rumble","6.04","-3.82","-0.24","1747","-41.6","44","9","A","E","C+","25","-57.43","2993","No"
"4513","RUN","Sunrun","18.26","-0.87","-0.16","6154","-16.1","80","93","A","C","B+","95","-18.63","7337","No"
"4514","RUSHA","Rush Enterprises A","61.47","3.52","2.09","374","-35.1","42","72","C-","C","B+","54","-6.05","597","No"
"4515","RUSHB","Rush Enterprises B","59.27","1.16","0.68","51","56.7","42","51","C-","C","A-","48","-3.7","33","No"
"4516","RVLV","Revolve Group","30.93","2.18","0.66","695","-36.1","51","89","A","B","A-","82","-8.17","1056","No"
"4517","RVMD","Revolution Medicines","123.27","1.69","2.05","2968","-11.4","6","99","A+","E","A","77","0.94","3350","No"
"4518","RVP","Retractable Technologies","0.71","-1.11","-0.01","19","-56.9","73","18","B","D","D-","31","-37.54","44","No"
"4519","RVPH","Reviva Pharma","0.35","0.11","0","2696","-54.2","51","5","A+","-","B","29","-83.7","5900","No"
"4520","RVSB","Riverview Bancorp","5.2","2.36","0.12","28","-34.6","31","24","B","C","C+","33","-21.09","46","No"
"4521","RVSN","Rail Vision","0.34","3.87","0.01","3870","114.9","54","9","E","E","B-","8","-71.79","1801","No"
"4522","RVTY","Revvity","115.33","3.42","3.81","1860","30.2","26","75","A","C","A-","68","-10.1","1431","No"
"4523","RVYL","Ryvyl","5.39","7.58","0.38","294","78","62","2","D-","E","C+","6","-93.39","165","No"
"4524","RWAY","Runway Growth Finance","9.59","1.8","0.17","287","-26.4","70","26","D","C","D","35","-18.24","394","No"
"4525","RWT","Redwood Trust","5.8","2.65","0.15","1442","-0.9","5","32","C-","C","B+","25","-13.82","1455","No"
"4526","RXO","RXO","15.58","2.43","0.37","1537","-34","25","17","B+","C","B-","30","-42.12","2329","No"
"4527","RXRX","Recursion Pharm","4.64","-4.33","-0.21","19182","-23.4","14","12","A+","E","B+","20","-62.46","25060","No"
"4528","RXST","RxSight","9.79","1.24","0.12","651","-26.6","5","20","B+","D","C+","11","-71.79","888","No"
"4529","RXT","Rackspace Technology","0.99","-1.57","-0.02","640","-44.1","26","7","D","E","D","3","-67.19","1145","No"
"4530","RY","Royal Bank of Canada","169.33","0.43","0.73","539","-50.7","90","84","A-","A","B+","96","-3.02","1095","No"
"4531","RYAAY","Ryanair Holdings ADR","69","1.47","1","1317","21.1","98","86","A-","A","C+","96","-7.06","1044","No"
"4532","RYAM","Rayonier Advanced Matls","8.54","9.63","0.75","1049","56.4","20","91","C","E","B+","52","-0.23","671","No"
"4533","RYAN","Ryan Specialty Holdings","50.75","1.16","0.58","977","-30","92","15","E","A","E","44","-34.23","1335","No"
"4534","RYCEY","Rolls-Royce Holdings ADR","17.25","-0.98","-0.17","2664","-8.2","80","91","A","-","A","-","-1.63","2796","No"
"4535","RYDE","Ryde Group Cl A","0.31","-1.18","0","72","-82.1","54","14","D-","-","D+","13","-65.17","389","No"
"4536","RYET","Ruanyun Edai Technology","1.23","-1.21","-0.02","31","-86.9","80","5","D","E","B","15","-94.17","235","No"
"4537","RYI","Ryerson Holding","29.81","3.29","0.95","271","-24.6","4","87","A","E","C+","54","2.07","363","No"
"4538","RYM","RYTHM","20.24","-2.41","-0.5","26","-75.2","25","10","C","E","C+","12","-62.27","107","No"
"4539","RYN","Rayonier","24.11","0.21","0.05","1727","6.7","83","44","C-","C","B-","66","-14.82","1618","No"
"4540","RYOJ","rYojbaba","3.33","0.91","0.03","77","89.1","80","18","B","A","B-","50","-70.87","41","No"
"4541","RYTM","Rhythm Pharmaceuticals","106.06","-6.42","-7.28","685","-15.6","11","87","A+","D","D+","60","-13.21","812","No"
"4542","RZLT","Rezolute","2.81","3.31","0.09","3599","-53.8","35","6","A+","-","B","24","-75.47","7790","No"
"4543","RZLV","Rezolve AI","4.63","14.04","0.57","45783","120.8","4","94","D","-","B+","37","-45.21","20734","No"
"4544","S","SentinelOne","14.08","-0.98","-0.14","7519","-7.4","80","13","E","C","D-","38","-44.22","8123","No"
"4545","SA","Seabridge Gold","31.32","-0.22","-0.07","890","-13.4","11","96","A+","-","B+","70","-3.69","1029","No"
"4546","SABR","Sabre Corp.","1.27","3.25","0.04","4763","-19.1","55","6","D-","-","D-","5","-72.57","5890","No"
"4547","SABS","SAB Biotherapeutics","4","0","0","311","7.1","40","95","A+","E","A-","73","-39.39","292","No"
"4548","SACH","Sachem Capital","1.07","0.94","0.01","123","-38","80","41","B-","E","B-","52","-20.74","200","No"
"4549","SAFE","Safehold","15.06","1.01","0.15","296","-38.1","63","23","B-","C","B+","48","-22.89","478","No"
"4550","SAFT","Safety Insurance Group","76.49","0.91","0.69","49","-43.1","65","49","C-","C","A-","70","-9.16","89","No"
"4551","SAFX","XCF Global","0.14","2.84","0","19872","255","23","1","C","-","E","2","-99.69","5598","No"
"4552","SAGT","Sagtec Global","1.98","-1","-0.02","5","-98.9","80","16","C","A","C","46","-68.27","489","No"
"4553","SAH","Sonic Automotive Cl A","64.36","2","1.26","304","60.8","75","20","C-","B","D+","41","-28.19","193","No"
"4554","SAIA","Saia","358.75","0.15","0.53","364","-25.1","52","55","B+","B","B","53","-33.32","467","No"
"4555","SAIC","Science Applications","110.65","2.4","2.59","408","-31.4","81","44","B","C","D+","60","-10.84","595","No"
"4556","SAIH","SAIHEAT","8.71","3.72","0.31","9","3.3","10","71","B+","E","B-","37","-43.46","9","No"
"4557","SAIL","SailPoint","18.9","-1.87","-0.36","1977","-0.8","80","20","E","D","B","45","-28.27","1902","No"
"4558","SAM","Boston Beer Cl A","216.08","-0.12","-0.26","146","-10","84","23","D-","C","B-","44","-16.89","163","No"
"4559","SAMG","Silvercrest Asset Mgmt A","15.34","-0.45","-0.07","19","-49.4","26","32","B-","B","B","37","-19.41","38","No"
"4560","SAN","Banco Santander ADR","12.11","-0.9","-0.11","3956","30.4","94","93","A-","B","B-","96","-1.62","3035","No"
"4561","SANA","Sana Biotechnology","4.67","-1.48","-0.07","2819","-32.9","43","89","A+","-","B","70","-28.7","4202","No"
"4562","SANG","Sangoma Technologies","4.83","-1.83","-0.09","2","-40.3","31","20","C-","E","C+","14","-39.57","3","No"
"4563","SANM","Sanmina","174.4","4.44","7.41","527","-23.6","90","94","A","B","C-","93","-2.24","690","No"
"4564","SAP","SAP ADR","235.84","-1.27","-3.04","2080","49.2","78","16","D","B","E","45","-24.72","1394","No"
"4565","SAR","Saratoga Investment","23.8","1.58","0.37","141","40","48","41","B-","C","C+","45","-9.06","101","No"
"4566","SARO","StandardAero","32.55","0.37","0.12","1802","10","80","79","A","C","A-","98","-0.43","1639","No"
"4567","SATL","Satellogic","3.49","-4.64","-0.17","8250","79.9","70","57","A","E","A+","80","-31.84","4585","No"
"4568","SATS","EchoStar","123.55","-5.75","-7.54","8183","54.5","4","99","A+","E","A+","73","-6.52","5297","No"
"4569","SAVA","Cassava Sciences","2.13","-0.93","-0.02","301","-69.4","23","15","A+","-","B","28","-57.23","985","No"
"4570","SB","Safe Bulkers","5.21","-0.95","-0.05","584","11.4","20","87","B+","C","B+","63","-5.97","524","No"
"4571","SBAC","SBA Communications","191.99","-0.04","-0.07","650","-21.6","85","19","C-","-","E","34","-21.69","799","No"
"4572","SBC","SBC Medical Group Hldgs","4.51","1.35","0.06","56","-0.3","82","32","B","B","A-","62","-35.57","56","No"
"4573","SBCF","Seacoast Banking of FL","34.02","3.69","1.21","758","16.3","84","83","C-","B","B-","88","1.36","680","No"
"4574","SBDS","Solo Brands","6.85","13.79","0.83","41","-22.4","5","99","B+","E","D-","28","-84.29","53","No"
"4575","SBET","SharpLink Gaming","10.44","-4.04","-0.44","7752","-15.1","39","90","D","-","C","34","-91.59","9127","No"
"4576","SBEV","Splash Beverage Group","0.77","5.42","0.04","35","-97.8","20","1","D-","E","C","5","-92.87","1609","No"
"4577","SBFG","SB Financial Group","21.83","1.06","0.23","8","-35.9","82","71","B-","B","B-","85","-10.83","13","No"
"4578","SBFM","Sunshine Biopharma","1.22","-0.81","-0.01","49","-23.8","60","8","A+","D","E","29","-68.72","65","No"
"4579","SBGI","Sinclair Cl A","15.1","0.4","0.06","258","-47","5","57","B","C","C+","38","-15.55","465","No"
"4580","SBGSY","Schneider Electric ADR","53.98","0.11","0.06","275","-32.6","78","32","A-","-","C","-","-10.35","411","No"
"4581","SBH","Sally Beauty","15.89","1.08","0.17","1792","1.3","62","89","B+","C","B","78","-8.68","1781","No"
"4582","SBLK","Star Bulk Carriers","20.9","1.41","0.29","1231","-1.4","25","84","B+","C","B-","62","0","1249","No"
"4583","SBLX","StableX Technologies","3.29","5.45","0.17","109","-1.9","5","4","B+","E","C+","9","-75.81","111","No"
"4584","SBR","Sabine Royalty Tr UBI","68.08","-0.93","-0.64","27","-31.7","82","41","C-","B","E","55","-19.33","40","No"
"4585","SBRA","Sabra Healthcare REIT","19.05","-1.14","-0.22","2397","-16.9","33","53","C-","B","D+","44","-4.61","2886","No"
"4586","SBS","SABESP ADR","23.08","-0.3","-0.07","1506","24.7","82","79","C-","B","B-","78","-12.78","1155","No"
"4587","SBSI","Southside Bancshares","32.37","1.7","0.54","138","4.7","27","69","C+","C","B-","51","-2.32","133","No"
"4588","SBSW","Sibanye-Stillwater ADR","17.23","-1.71","-0.3","5427","-8.1","35","98","A+","D","A","82","-2.9","5902","No"
"4589","SBUX","Starbucks","93.28","2.34","2.13","10001","5.5","39","53","A-","-","C+","40","-20.59","9476","No"
"4590","SBXD","SilverBox IV Cl A","10.63","0.28","0.03","16","-78","31","41","C-","-","A-","42","-8.68","76","No"
"4591","SCAG","Scage Future ADR","2.6","0","0","1","-93.5","2","7","B+","-","B","9","-91.33","30","No"
"4592","SCAQ","Stratim Cloud Acqn Cl A","10.43","0","0","0","0","29","52","C","-","A-","49","0.58","-","No"
"4593","SCCO","Southern Copper","182.97","1.5","2.71","1943","43.6","79","95","A+","A","A","98","-0.65","1353","No"
"4594","SCHL","Scholastic","34.58","2.01","0.68","525","51.7","39","92","E","D","A","63","-0.63","347","No"
"4595","SCHW","Charles Schwab","102.76","0.82","0.84","8317","-0.9","94","78","C+","A","B","93","-1.91","8397","No"
"4596","SCHYY","Sands China ADR","24.29","1.55","0.37","25","68.7","14","64","D","-","C+","-","-14.85","14","No"
"4597","SCI","Service Corp Intl","82.1","1.92","1.55","999","14.9","62","46","D-","B","D","46","-3.41","869","No"
"4598","SCKT","Socket Mobile","1.08","0","0","7","-71.7","17","22","E","E","C-","6","-36.97","26","No"
"4599","SCL","Stepan Co","51.91","1.39","0.71","260","53","31","38","C","C","B+","37","-21.22","177","No"
"4600","SCLX","Scilex Holding","11.46","-4.5","-0.54","84","-19.2","8","62","A+","-","B-","29","-66.56","104","No"
"4601","SCM","Stellus Capital Invt","13.44","1.28","0.17","151","-12.2","48","44","B-","B","C+","46","-13.62","172","No"
"4602","SCNI","Scinai Immuno ADR","0.91","-5.23","-0.05","51","11.6","18","4","A+","E","C+","17","-85.29","46","No"
"4603","SCNX","Scienture Holdings","0.52","1.48","0.01","999","-86.1","55","6","B","D","E","15","-89.87","7216","No"
"4604","SCOR","comScore","8.62","0.36","0.03","20","4.5","25","88","D-","E","A-","47","-15.31","19","No"
"4605","SCSC","ScanSource","42.04","1.89","0.78","112","-37","89","46","D+","D","C","50","-19.25","181","No"
"4606","SCVL","Shoe Carnival","19.39","0.94","0.18","418","-34.2","34","20","A","C","B-","29","-37.3","637","No"
"4607","SCWO","374Water","2.5","-0.4","-0.01","89","-51.5","8","9","B-","D","D+","7","-77.06","185","No"
"4608","SCYX","SCYNEXIS","0.64","-1.74","-0.01","227","-43.5","14","11","A+","E","D+","14","-50.98","457","No"
"4609","SD","SandRidge Energy","14.61","-0.75","-0.11","271","-22.3","77","86","D+","A","B","89","-6.11","350","No"
"4610","SDA","SunCar Tech Cl A","2.09","0.48","0.01","26","-61.4","52","14","D","E","D-","9","-80.3","70","No"
"4611","SDAC","Sust Devt Acqn I Cl A","10.4","0","0","0","0","8","53","C-","-","B-","35","-0.38","-","No"
"4612","SDGR","Schrodinger","17.47","-4.69","-0.86","1178","28.4","26","14","A","D","B-","35","-38.64","918","No"
"4613","SDHC","Smith Douglas Homes","22.05","4.85","1.02","34","-56.3","5","75","C","B","A-","50","-15.58","78","No"
"4614","SDHI","Siddhi Acquisition","10.27","0.05","0.01","1111","1051","37","41","C-","-","A+","47","-1.72","96","No"
"4615","SDM","Smart Digital Group","1.85","0","0","0","0","22","5","D-","A","C-","11","-93.71","0","No"
"4616","SDON","Sandston","0","0","0","0","0","22","1","C-","-","C+","-","-","0","No"
"4617","SDOT","Sadot Group","2.83","-12.38","-0.4","161","-66.5","6","1","A-","D","C-","3","-92.09","482","No"
"4618","SDRL","Seadrill","35.19","-0.26","-0.09","483","-36.7","5","82","A","C","B+","62","-8.43","779","No"
"4619","SDST","Stardust Power","3.65","-3.69","-0.14","145","24.7","45","7","A-","-","C","19","-84.79","116","No"
"4620","SE","Sea ADR","124","-1","-1.25","5026","-0.4","82","17","A-","B","C-","64","-37.78","5047","No"
"4621","SEAT","Vivid Seats","6.51","3.99","0.25","89","-35.1","4","2","D-","E","D-","1","-93.42","139","No"
"4622","SEB","Seaboard","4635","-1.36","-63.74","12","-8.2","79","93","A","C","D-","94","-3.44","12","No"
"4623","SECOY","Secoo Holding ADR","0","0","0","2","91.7","2","9","A-","E","B","7","-99.91","-","No"
"4624","SEDG","SolarEdge Technologies","33.84","-2.7","-0.94","1765","-51.4","57","93","A","E","B","80","-30.37","3636","No"
"4625","SEE","Sealed Air","41.76","-0.14","-0.06","2424","-40.2","61","85","C","B","B-","72","-5.67","3885","No"
"4626","SEED","Origin Agritech","1.32","10.92","0.13","39","-2.4","5","17","C","-","D","3","-51.11","40","No"
"4627","SEER","Seer Cl A","1.91","-0.52","-0.01","107","-37.1","29","17","A+","D","B-","38","-21.66","171","No"
"4628","SEG","Seaport Entertainment","20.85","0.1","0.02","52","-32.7","60","20","D","D","D+","27","-26.43","79","No"
"4629","SEGG","Lottery.com","1","7.85","0.07","33591","349.6","60","1","C-","E","E","3","-96.22","7471","No"
"4630","SEI","Solaris Energy Infr","55.4","6.5","3.38","4063","28","98","94","A-","A","C","99","-3.33","3175","No"
"4631","SEIC","SEI Investments","86.54","1.43","1.22","575","0.8","75","53","B-","A","B+","77","-7.9","574","No"
"4632","SELF","Global Self Storage","5.07","-0.78","-0.04","93","131.5","56","27","C-","C","D-","31","-13.92","41","No"
"4633","SELX","Semilux International","0.92","2.22","0.02","27","-98","20","13","A+","D","C","28","-50.27","1404","No"
"4634","SEM","Select Medical Holdings","15.42","2.25","0.34","632","-34.9","42","41","B+","C","C+","45","-25.97","1027","No"
"4635","SEMR","SEMrush Holdings","11.88","0","0","5922","95.4","5","86","B+","C","B-","55","-36.61","3108","No"
"4636","SENEA","Seneca Foods Cl A","119.22","2.05","2.4","36","-55.6","29","81","D-","C","A-","57","-7.6","82","No"
"4637","SENEB","Seneca Foods Cl B","119.71","8.56","9.44","0","366.3","29","83","D-","C","B+","56","-4.19","0","No"
"4638","SENS","Senseonics Holdings","7.27","1.54","0.11","300","-31.2","40","8","B+","D","C","23","-74.04","436","No"
"4639","SEPN","Septerna","27.38","2.43","0.65","235","-27.4","39","97","A+","D","A-","87","-10.23","323","No"
"4640","SER","Serina Therapeutics","2.69","0.75","0.02","30","-40","5","6","A+","-","B-","16","-66.04","50","No"
"4641","SERA","Sera Prognostics","3.52","-0.56","-0.02","33","-34.1","38","24","A+","E","B+","35","-49.13","51","No"
"4642","SERV","Serve Robotics","14.58","-2.74","-0.41","7328","1.5","3","85","A","D","A","60","-36.88","7223","No"
"4643","SES","SES AI","2.16","-2.7","-0.06","5522","-24.6","21","94","A-","E","B+","60","-42.09","7327","No"
"4644","SEV","Aptera Motors","4.53","-0.66","-0.03","195","25.3","16","6","B+","-","B+","13","-79.8","156","No"
"4645","SEVN","Seven Hills Realty Trust","9.14","1.44","0.13","72","-53.9","27","13","B-","C","D+","14","-34.57","158","No"
"4646","SEZL","Sezzle","69.37","-6.55","-4.86","834","-11.5","77","60","D-","A","D+","60","-62.85","942","No"
"4647","SF","Stifel Financial","130.2","1.18","1.52","619","-15.7","75","83","C+","B","B-","81","-3.37","737","No"
"4648","SFBC","Sound Financial Bancorp","43.9","0.25","0.11","6","18.1","80","20","C+","B","B-","52","-19.73","5","No"
"4649","SFBS","ServisFirst Bancshares","78.31","2.26","1.73","211","-13.8","87","38","C-","A","B-","70","-16.6","256","No"
"4650","SFD","Smithfield Foods","23.41","-0.17","-0.04","787","-11.6","68","57","D-","B","C+","61","-10.19","862","No"
"4651","SFHG","Samfine Creation","0.77","-1.74","-0.01","25","-92.1","5","38","A-","D","A-","30","-40.36","316","No"
"4652","SFIX","Stitch Fix Cl A","5.32","3.1","0.16","1582","-33.6","31","86","A-","D","A","74","-10.44","2383","No"
"4653","SFL","SFL","8.47","0","0","1028","-23.6","6","49","B-","D","C+","29","-23.92","1283","No"
"4654","SFM","Sprouts Farmers Market","81.51","0.11","0.09","2520","7.3","97","7","C","A","D","47","-55.21","2349","No"
"4655","SFNC","Simmons First Natl Cl A","19.28","1.26","0.24","1188","13.6","75","41","C-","B","B+","65","-17.75","1009","No"
"4656","SFST","Southern First Bancshares","55.85","5.16","2.74","61","28.8","79","91","C-","B","A+","95","-1.55","48","No"
"4657","SFTBY","SoftBank Group ADR","12.69","-4.08","-0.54","1808","-39","80","85","B-","-","D+","-","-43.6","2979","No"
"4658","SFWL","Shengfeng Development","0.96","-0.01","0","4","-90.6","62","44","A-","C","C-","63","-25.2","43","No"
"4659","SG","Sweetgreen","8.09","2.02","0.16","5361","-7","6","9","A-","D","B+","10","-76.99","5765","No"
"4660","SGA","Saga Communications Cl A","11.44","0","0","5","-63.4","7","21","B","D","D+","14","-19.83","15","No"
"4661","SGAPY","Singapore Telecom ADR","34.69","-0.69","-0.24","74","26.4","87","77","B-","-","D+","-","-7.4","57","No"
"4662","SGBX","Safe & Green Holdings","1.64","-0.61","-0.01","1067","-87","60","1","A-","E","B-","18","-98.29","8191","No"
"4663","SGC","Superior Group of Cos.","10.2","-0.2","-0.02","44","-21.9","32","20","D","D","D","9","-37.73","56","No"
"4664","SGHC","Super Group (SGHC)","10.01","0.81","0.08","1813","-23.9","50","57","D","A","D-","52","-30.39","2383","No"
"4665","SGHT","Sight Sciences","6.6","-4.21","-0.29","456","55.8","32","97","A-","E","C+","58","-28.54","279","No"
"4666","SGI","Somnigroup International","92.99","1.52","1.39","1033","-40.6","57","86","C","A","B","85","-2.49","1779","No"
"4667","SGIOY","Shionogi ADR","9.19","-0.35","-0.03","56","-39.7","53","74","A-","-","B+","-","-1.44","94","No"
"4668","SGLY","Singularity Future Tech","0.72","0.01","0","53","-84","25","13","A-","E","C+","12","-86.88","337","No"
"4669","SGML","Sigma Lithium","14.25","-14.1","-2.34","7101","8.7","23","96","A+","D","B+","79","-15.53","6533","No"
"4670","SGMO","Sangamo Therapeutics","0.43","-0.69","0","3030","-51.7","18","8","A+","D","B+","23","-69.29","6282","No"
"4671","SGMT","Sagimet Biosciences","6.26","-1.73","-0.11","193","-65.9","18","86","A+","E","C+","53","-45.14","567","No"
"4672","SGN","Signing Day Sports","0.18","-18.2","-0.04","8961","519","63","1","E","-","D","3","-97.49","1447","No"
"4673","SGRP","SPAR Group","0.84","-0.9","-0.01","31","-58.8","24","9","B","E","C-","12","-59.94","72","No"
"4674","SGRW","Harbor Active SC Growth","20.29","-","20.29","151","0","","-","..","-","-","-","-","-","No"
"4675","SGRY","Surgery Partners","16","3.83","0.59","926","-57.2","61","11","B+","C","D-","31","-38.84","2063","No"
"4676","SGSOY","SGS ADR","11.91","0.76","0.09","51","-13.8","69","75","B","-","B+","-","-0.52","58","No"
"4677","SGU","Star Group","12.36","0.98","0.12","17","-47.1","17","44","C","C","B","38","-10.11","33","No"
"4678","SHAK","Shake Shack Cl A","100.77","0.84","0.84","1340","-13.9","76","32","A-","B","B+","73","-30.34","1556","No"
"4679","SHBI","Shore Bancshares","18.44","2.05","0.37","140","-19","77","81","B-","B","B+","86","-4.06","177","No"
"4680","SHC","Sotera Health","19.35","0.83","0.16","1308","-50.6","82","91","A+","A","A-","95","-2.52","2714","No"
"4681","SHCO","Soho House","8.88","12.12","0.96","6252","410.2","27","82","D","-","B-","45","-1.11","1226","No"
"4682","SHECY","Shin-Etsu Chemical ADR","17.75","2.42","0.42","391","-37.8","29","69","C","-","B","-","0.85","632","No"
"4683","SHEL","Shell ADR","73.42","-1.25","-0.93","4679","6.9","60","53","C","C","B-","52","-5.23","4379","No"
"4684","SHEN","Shenandoah Telecom","11.63","0.43","0.05","289","-12.1","15","17","B","D","D-","13","-26.56","329","No"
"4685","SHFS","SHF Holdings","1.03","-0.96","-0.01","70","-79.3","5","2","D","E","D-","1","-90.22","337","No"
"4686","SHG","Shinhan Financial ADR","54.1","-1.08","-0.59","120","-29.1","71","83","A-","B","B+","86","-3.81","170","No"
"4687","SHIM","Shimmick","3.66","0","0","13","-67.4","21","94","A-","E","A","68","-4.31","41","No"
"4688","SHIP","Seanergy Maritime Hldgs","9.44","0.21","0.02","104","-41","20","87","B+","C","B+","66","-15.34","177","No"
"4689","SHLS","Shoals Technologies","9.37","2.52","0.23","5515","25.2","80","94","A","B","B+","94","-17.52","4404","No"
"4690","SHMD","SCHMID Group","7.72","4.47","0.33","216","-30.6","5","98","B","-","A","56","-14.98","311","No"
