"Order","Symbol","Name","Current Price","Price % Chg","Price $ Chg","Volume (1000s)","Vol % Chg vs 50-Day","EPS Rating","RS Rating","Ind Group RS","SMR Rating","A/D Rating","Comp Rating","% Off High","50-Day Avg Vol (1000s)","ETF/Closed-End Fund"
"4691","SHO","Sunstone Hotel Investors","9.17","1.55","0.14","1354","-29.1","6","27","C-","D","A+","27","-22.55","1843","No"
"4692","SHOO","Steven Madden","46.23","1.63","0.74","1248","18.6","40","92","D+","B","A-","73","-0.69","1070","No"
"4693","SHOP","Shopify","157.99","0.3","0.48","4860","-33.7","80","87","D","A","D-","82","-13.28","7328","No"
"4694","SHPH","Shuttle Pharma","1.48","-2.63","-0.04","205","-48.3","62","2","A+","-","C-","25","-94.14","399","No"
"4695","SHTDY","Sinopharm Group ADR","13.14","0.03","0","18","-46.4","87","57","A-","-","B","-","-5","35","No"
"4696","SHW","Sherwin-Williams","356.13","0.5","1.78","1711","-7.5","65","49","D-","B","B-","54","-6.2","1775","No"
"4697","SHWZ","Medicine Man Technologies","0","-","0","0","0","5","1","B","-","B+","-","-100","16","No"
"4698","SHZHY","Shenzhou Intl Group ADR","7.88","-6.3","-0.53","1","-89","66","55","A-","-","A-","-","-15.08","9","No"
"4699","SI","Shoulder Innovations","13.9","2.58","0.35","18","-68.8","1","38","B+","D","B","36","-22.52","61","No"
"4700","SIBN","SI-BONE","17.58","0.8","0.14","488","-24.1","38","69","A-","D","C+","63","-19.69","616","No"
"4701","SID","Companhia Siderurg ADR","1.9","-2.56","-0.05","7731","172.3","69","84","A-","E","B-","79","-3.06","2838","No"
"4702","SIDU","Sidus Space","3.71","-1.07","-0.04","49356","23.6","54","98","A+","E","A-","76","-31.17","39928","No"
"4703","SIEB","Siebert Financial","3.14","0.32","0.01","4","-77.3","7","22","C+","B","B-","26","-45.58","21","No"
"4704","SIEGY","Siemens ADR","150.44","-0.43","-0.65","114","-28.7","69","81","A","-","B","-","-2.21","162","No"
"4705","SIF","Sifco Industries","6.36","2.75","0.17","14","-25.4","65","91","A","D","C+","81","-19.29","19","No"
"4706","SIFY","Sify Technologies ADR","14.75","6.04","0.84","225","213.6","2","98","B-","D","A-","59","-17.37","72","No"
"4707","SIG","Signet Jewelers","93.54","4.68","4.18","868","-2.6","96","83","A-","B","D-","84","-15.12","892","No"
"4708","SIGA","SIGA Technologies","6.61","-1.64","-0.11","329","-15.2","27","27","A+","B","B+","44","-31.29","393","No"
"4709","SIGI","Selective Insurance","82.97","0.89","0.73","480","15.9","82","23","C-","C","B","57","-14.01","426","No"
"4710","SII","Sprott","115.19","2.16","2.44","234","41.5","63","95","B-","A","A-","96","2.07","166","No"
"4711","SILA","Sila Realty Trust","24.11","-0.45","-0.11","178","-51.1","85","26","C-","C","C-","48","-12.33","371","No"
"4712","SILC","Silicom","15.68","5.23","0.78","10","-55.4","5","26","C-","E","B-","16","-19.03","22","No"
"4713","SILO","Silo Pharma","0.38","-2.65","-0.01","176","15.4","42","4","A+","E","D+","16","-81.75","152","No"
"4714","SIM","Grupo Simec ADR","30.51","5.3","1.54","2","164.4","21","51","A-","C","B+","48","-11.8","0","No"
"4715","SIMA","SIM Acquisition I Cl A","10.62","0","0","0","-95.4","30","44","C-","-","B+","43","-0.38","16","No"
"4716","SIMO","Silicon Motion Tech ADR","113.38","1.47","1.64","645","37.7","32","95","A+","C","B","81","-8.05","468","No"
"4717","SINT","SiNtx Technologies","3.67","-0.54","-0.02","31","-51.8","56","83","B+","E","B-","51","-50.14","65","No"
"4718","SION","Sionna Therapeutics","38.85","-5.66","-2.33","263","-11.2","14","96","A+","-","B","65","-13.67","298","No"
"4719","SIRI","Sirius XM Holdings","20.91","-0.95","-0.2","3526","-5.8","45","24","B+","E","B-","35","-23.71","3743","No"
"4720","SISI","Shineco","0.21","11.83","0.02","0","-73.5","65","1","A+","D","B-","26","-99.78","3","No"
"4721","SITC","SITE Centers","6.27","-0.95","-0.06","806","-49.8","42","23","C-","C","B-","33","-60.64","1539","No"
"4722","SITE","SiteOne Landscape Supply","149.81","0.99","1.47","829","28.5","66","80","C-","C","A","78","-2.72","615","No"
"4723","SITM","SiTime","353.52","1.24","4.32","255","-27.9","81","94","B+","B","C+","97","-8.77","360","No"
"4724","SJ","Scienjoy Holding Cl A","0.72","-1.36","-0.01","1","-96.6","43","46","A","D","A-","50","-32.07","38","No"
"4725","SJM","JM Smucker","104.78","0.43","0.45","1186","-26.4","40","26","D-","C","D-","21","-13.75","1611","No"
"4726","SJT","San Juan Basin Royalty","5.96","1.19","0.07","328","59.4","5","57","C-","B","C","39","-17.45","196","No"
"4727","SKBL","Skyline Builders Group","3.73","2.47","0.09","143","-40.8","22","46","A-","D","A-","30","-73.82","243","No"
"4728","SKE","Skeena Resources","26.74","0","0","460","-36.9","42","96","A+","-","B+","83","-1.8","735","No"
"4729","SKHSY","Sekisui House ADR","22.78","1.02","0.23","19","-45.6","57","46","C","-","C-","-","-3.88","35","No"
"4730","SKIL","Skillsoft","9.87","12.29","1.08","335","36.1","53","6","D","C","B+","18","-71.33","246","No"
"4731","SKIN","Beauty Health","1.56","1.3","0.02","687","-3.3","58","75","D","E","B-","41","-42.01","737","No"
"4732","SKK","SKK Holdings","0.34","1.63","0.01","109","-5.4","46","8","A-","B","B+","38","-71.25","115","No"
"4733","SKLZ","Skillz","4.26","-0.23","-0.01","57","-12.6","16","9","D","E","D-","4","-53.24","65","No"
"4734","SKM","SK Telecom ADR","20.91","-0.9","-0.19","721","-8.4","8","22","B-","C","C+","26","-12.14","774","No"
"4735","SKT","Tanger","33.49","-0.06","-0.02","623","-29.6","95","46","C-","A","C","70","-8.9","848","No"
"4736","SKWD","Skyward Specialty Ins","46.48","2.97","1.34","442","21.4","97","23","C-","A","E","58","-28.55","365","No"
"4737","SKY","Champion Homes","97.46","1.99","1.9","827","19","84","85","A+","B","A-","94","-11.4","725","No"
"4738","SKYE","Skye Bioscience","0.96","-5.63","-0.06","363","-14.1","4","5","A+","-","C","12","-83.26","422","No"
"4739","SKYH","Sky Harbour Group","9.4","-0.74","-0.07","104","-15.9","70","17","A-","D","D-","41","-33.8","118","No"
"4740","SKYQ","Sky Quarry","0.36","-4.95","-0.02","6389","-9.8","39","5","C","E","E","3","-81.49","7083","No"
"4741","SKYT","SkyWater Technology","32.03","5.22","1.59","3266","49.3","37","99","A+","D","A+","88","3.39","2188","No"
"4742","SKYW","Skywest","100.11","3.96","3.81","203","-25","74","27","A-","B","B-","67","-26.16","271","No"
"4743","SKYX","SKYX Platforms","2.39","7.17","0.16","951","-4.8","24","96","A-","E","B+","70","-7","999","No"
"4744","SLAB","Silicon Laboratories","152.82","2.53","3.77","527","85.8","80","80","B+","C","B","88","-4.49","283","No"
"4745","SLAI","SOLAI ADR","1.07","-5.31","-0.06","110","-74.9","24","3","B+","E","C-","5","-86.74","442","No"
"4746","SLB","SLB","46.57","-0.85","-0.4","18019","16.4","67","86","A","B","A-","88","-2.42","15483","No"
"4747","SLDB","Solid Biosciences","5.66","-2.58","-0.15","699","-36.4","39","87","A+","-","B-","70","-23.2","1100","No"
"4748","SLDE","Slide Insurance Holdings","16.17","-2.65","-0.44","612","-45.3","99","21","C-","A","B-","69","-37.57","1118","No"
"4749","SLDP","Solid Power","5.63","-2.76","-0.16","6220","-36.8","13","98","A-","D","A-","60","-36.46","9837","No"
"4750","SLE","Super League Enterprise","0.72","-0.84","-0.01","224","-32.7","56","1","A","E","E","10","-97.24","338","No"
"4751","SLF","Sun Life Financial","62.7","1.19","0.74","344","-19.9","72","49","C+","A","D-","59","-6.15","449","No"
"4752","SLG","SL Green Realty","48.62","1.14","0.55","717","-43.4","33","15","C-","C","E","14","-28.65","1280","No"
"4753","SLGB","Smart Logistics Global","1.28","23.08","0.24","313","103.3","20","2","A-","C","D-","13","-78.95","154","No"
"4754","SLGL","Sol-Gel Technologies","68.31","0.77","0.52","19","-4.5","24","99","A+","D","A-","81","0.77","19","No"
"4755","SLGN","Silgan Holdings","42.75","-0.28","-0.12","794","-20.4","66","17","C","B","B-","44","-25.79","1009","No"
"4756","SLI","Standard Lithium","5.13","-2.66","-0.14","2668","-27.2","15","97","A+","-","A+","76","-19.84","3666","No"
"4757","SLM","SLM","26.99","-0.18","-0.05","1933","-31.2","57","27","B-","A","C","55","-22.82","2810","No"
"4758","SLMT","Brera Holdings","1.97","-4.37","-0.09","903","-42","48","1","D","D","C+","10","-96.28","1556","No"
"4759","SLN","Silence Therapeutics ADR","5.56","-5.28","-0.31","211","-32.1","21","57","A+","E","C+","41","-28.49","301","No"
"4760","SLND","Southland Holdings","3.28","3.47","0.11","27","-50.1","25","15","A-","E","C+","24","-38.58","57","No"
"4761","SLNG","Stabilis Solutions","4.57","-0.22","-0.01","4","-32.6","29","19","C","D","C-","20","-44.81","6","No"
"4762","SLNH","Soluna Holdings","1.6","-5.88","-0.1","6869","25.1","44","87","B","E","C","45","-68.87","5489","No"
"4763","SLNO","Soleno Therapeutics","41.95","-1.2","-0.51","1195","-37.9","72","8","B+","-","D","29","-53.55","1926","No"
"4764","SLP","Simulations Plus","20.26","1.86","0.37","396","2.5","55","55","E","B","B","42","-46.21","378","No"
"4765","SLQT","SelectQuote","1.67","8.44","0.13","1836","59.6","32","9","E","B","B-","12","-75.66","1151","No"
"4766","SLRC","SLR Investment","15.54","1.5","0.23","213","-19.4","52","41","B-","C","B","48","-13.38","264","No"
"4767","SLS","SELLAS Life Sciences","3.84","-6.57","-0.27","7946","-4.6","42","98","A+","-","A","81","-25.83","8328","No"
"4768","SLSN","Solesence","1.56","2.63","0.04","41","-5.3","27","6","D","B","D","6","-90.58","44","No"
"4769","SLSR","Solaris Resources","9.01","1.35","0.12","226","138.9","43","96","A+","-","B+","84","0.37","98","No"
"4770","SLVM","Sylvamo","52.27","0.21","0.11","212","-50.4","30","38","C","C","B-","26","-36.3","435","No"
"4771","SLXN","Silexion Therapeutics","2.44","15.09","0.32","290","368.6","26","3","A+","-","B-","17","-95.29","62","No"
"4772","SM","SM Energy","18.34","-1.24","-0.23","3138","0.4","58","10","D+","B","D-","24","-59.04","3127","No"
"4773","SMA","SmartStop Self REIT","33.87","2.42","0.8","534","-33.7","33","23","C-","D","C","34","-14.84","769","No"
"4774","SMBC","Southern Missouri Bncp","62.25","2.45","1.49","40","-22","81","80","B-","A","B","86","-2.03","51","No"
"4775","SMBK","SmartFinancial","39.49","2.28","0.88","47","-40.5","90","79","C-","B","B","92","-1.48","81","No"
"4776","SMC","Summit Midstream","26.48","1.03","0.27","28","-55.5","61","49","B-","C","D-","48","-42.3","61","No"
"4777","SMCAY","SMC ADR","20.33","0.99","0.2","259","-2.1","59","78","A","-","B","-","0.99","265","No"
"4778","SMCI","Super Micro Computer","29.42","4.07","1.15","33266","27.2","59","9","E","B","D-","18","-55.72","26147","No"
"4779","SMFG","Sumitomo Mitsui Finl ADR","21.36","2.99","0.62","2098","-1","72","90","A-","C","A-","93","-0.84","2118","No"
"4780","SMG","Scotts Miracle-Gro","64.11","0.87","0.55","543","-32.8","31","57","C+","-","B","35","-18.97","809","No"
"4781","SMHI","SEACOR Marine","6.29","-1.41","-0.09","84","-18.8","65","64","B+","E","C+","60","-20.18","107","No"
"4782","SMID","Smith-Midland","37.51","4.54","1.63","9","5.3","38","46","C+","A","C","48","-15.95","8","No"
"4783","SMJF","SMJ International","5.2","-4.94","-0.27","185","-74.8","16","81","B-","C","-","47","-25.71","720","No"
"4784","SMLR","Semler Scientific","20.33","-4.87","-1.04","1624","184.1","77","7","B+","C","B-","34","-69.43","572","No"
"4785","SMMT","Summit Therapeutics","17.27","-2.15","-0.38","2673","3.3","4","12","A+","-","C","17","-53.21","2587","No"
"4786","SMMYY","Sumitomo Metal Mining ADR","12.27","-1.6","-0.2","120","37.7","48","96","A+","-","A+","-","-1.76","86","No"
"4787","SMNEY","Siemens Energy ADR","147.5","0.04","0.06","281","45","80","81","A-","-","C","-","-2.88","184","No"
"4788","SMNNY","Shimano ADR","10.6","-0.84","-0.09","128","-32.1","43","14","B+","-","C+","-","-30.02","190","No"
"4789","SMP","Standard Motor Products","40.12","1.93","0.76","157","8.9","62","82","C+","B","B","81","-4.77","150","No"
"4790","SMPL","Simply Good Foods","21.15","0.76","0.16","2295","22.1","59","10","D","B","B-","24","-47.14","1880","No"
"4791","SMPNY","Sompo Holdings ADR","17.92","-0.06","-0.01","85","-10","89","78","C-","-","A-","-","-0.78","95","No"
"4792","SMR","NuScale Power","18.9","-4.69","-0.93","22967","-10.6","14","9","B","D","B","16","-67.08","25695","No"
"4793","SMRT","SmartRent","1.74","-2.25","-0.04","1105","1.8","17","91","C-","E","B+","46","-20.91","1085","No"
"4794","SMSEY","Samsonite Group ADR","13.32","2.38","0.31","3","-87","64","84","A-","-","B-","-","-9.76","26","No"
"4795","SMSI","Smith Micro Software","0.58","3.39","0.02","31","-76.6","50","9","D+","E","C","11","-64.81","136","No"
"4796","SMSMY","Sims ADR","13","2.85","0.36","1","-73.8","80","89","A-","-","A-","-","0.32","4","No"
"4797","SMTC","Semtech","77.26","4.15","3.08","1435","-12.3","73","92","B+","A","C+","93","-5.07","1638","No"
"4798","SMTI","Sanara MedTech","23.77","2.68","0.62","45","-14.4","80","13","B+","C","A-","55","-38.55","53","No"
"4799","SMTK","SmartKem","1.23","9.82","0.11","1540","994.8","47","7","A+","E","B","31","-71.06","140","No"
"4800","SMWB","Similarweb","6.29","0","0","529","49.3","15","9","B-","B","E","10","-64.34","347","No"
"4801","SMX","SMX (Security Matters)","23.88","-1.93","-0.47","562","-79.8","11","1","D+","-","C+","4","-99.85","2789","No"
"4802","SMXT","Solarmax Technology","1.04","7.44","0.07","1512","31.1","47","20","A","-","A-","42","-58.4","1153","No"
"4803","SN","SharkNinja","126.17","1.85","2.29","1356","-24.7","94","86","C","A","A","94","-2.34","1802","No"
"4804","SNA","Snap-On","363.45","0.28","1.03","231","-15.2","63","57","C","B","B+","68","-0.74","273","No"
"4805","SNAL","Snail Cl A","0.78","2.55","0.02","15","-38.2","5","7","C-","C","D+","3","-77.2","25","No"
"4806","SNAP","Snap","7.76","-1.77","-0.14","48478","6.9","5","17","A","B","C+","30","-34.07","45366","No"
"4807","SNBR","Sleep Number","11.37","8.39","0.88","942","10.5","1","92","B-","-","A","38","-40.56","852","No"
"4808","SNCR","Synchronoss Technologies","8.7","0.12","0.01","479","131.6","39","82","D","B","B","52","-32.3","210","No"
"4809","SNCY","Sun Country Airlines","17.56","2.21","0.38","3084","173.9","96","91","A-","C","A-","91","-5.53","1125","No"
"4810","SND","Smart Sand","3.78","-1.82","-0.07","184","-53","80","95","C","C","B","89","-16.24","396","No"
"4811","SNDA","Sonida Senior Living","31.93","0.92","0.29","22","-58.2","21","86","A+","-","C+","63","-4.69","53","No"
"4812","SNDK","Sandisk","409.24","5.53","21.43","14146","11.1","10","99","A+","C","A","91","2","12733","No"
"4813","SNDL","SNDL","1.62","-0.61","-0.01","2321","-31","58","17","E","D","D-","13","-43.94","3365","No"
"4814","SNDR","Schneider National","29.8","2.23","0.65","794","-15.6","20","78","A-","C","B","64","-4.46","941","No"
"4815","SNDX","Syndax Pharmaceuticals","20.67","-3.59","-0.77","1388","-33","23","93","A+","D","A","82","-9.06","2003","No"
"4816","SNES","SenesTech","2.12","2.42","0.05","15","-74.8","58","8","A+","D","E","30","-66.03","59","No"
"4817","SNEX","StoneX Group","105.89","4.8","4.85","289","-16.2","69","80","C+","B","B","80","-1.02","355","No"
"4818","SNFCA","Security Natl Finl Cl A","9.02","1.23","0.11","15","-51.8","19","41","B+","C","C+","32","-29.69","31","No"
"4819","SNGX","Soligenix","1.34","-2.9","-0.04","203","-38.7","37","13","A+","E","B-","28","-78.49","332","No"
"4820","SNN","Smith & Nephew ADR","32.89","-0.09","-0.03","1176","79.3","89","60","B+","B","C-","78","-15.21","656","No"
"4821","SNOA","Sonoma Pharmaceuticals","3.27","-0.3","-0.01","6","-74","40","44","B+","D","D+","39","-52.75","25","No"
"4822","SNOW","Snowflake","207.74","0.77","1.58","4919","1.8","99","55","D","B","D","69","-25.98","4831","No"
"4823","SNPHY","Santen Pharmaceutical ADR","11.23","2.24","0.25","2","-84.8","38","57","A-","-","C-","-","-5.27","14","No"
"4824","SNPS","Synopsys","508.19","0.56","2.85","1240","-42.6","69","55","E","B","B","63","-22.02","2161","No"
"4825","SNSE","Sensei Biotherapeutics","11.61","-3.09","-0.37","37","-41.5","39","51","A+","-","B-","49","-36.73","84","No"
"4826","SNT","Senstar Technologies","4.32","-1.37","-0.06","24","-61","32","64","C-","C","C+","46","-19.1","62","No"
"4827","SNTG","Sentage Holdings Cl A","2.15","7.5","0.15","67","322.6","13","44","B-","E","B-","13","-83.07","15","No"
"4828","SNTI","Senti Biosciences","1.06","-3.64","-0.04","227","-88.2","58","3","A+","E","E","22","-79.22","1924","No"
"4829","SNWV","SANUWAVE Health","27.75","-1.14","-0.32","50","-37.3","80","15","B+","-","C","39","-40.43","80","No"
"4830","SNX","TD SYNNEX","150.38","0.19","0.29","1067","44.1","91","60","D+","C","B","73","-10.36","741","No"
"4831","SNY","Sanofi ADR","47.47","-0.88","-0.42","2472","-5","70","22","A-","B","B-","62","-21.03","2602","No"
"4832","SNYR","Synergy CHC","1.82","0","0","4","-84.6","28","8","D","-","B-","5","-60.61","29","No"
"4833","SO","Southern","88.78","0.41","0.36","3832","-32.9","65","23","C+","B","D-","45","-11.96","5714","No"
"4834","SOAR","Volato Group","0.61","0.69","0","353","-69.6","80","1","A","D","D+","30","-89.39","1163","No"
"4835","SOBKY","SoftBank ADR","13.59","-0.07","-0.01","144","12.5","63","24","B+","-","D","-","-18.53","127","No"
"4836","SOBO","South Bow","26.17","-0.57","-0.15","1140","28.8","67","44","B-","C","C-","55","-10.35","955","No"
"4837","SOBR","SOBR Safe","1.87","2.75","0.05","54","-98.3","64","4","D+","D","D+","18","-86.83","3068","No"
"4838","SOC","Sable Offshore Cl A","11.58","2.75","0.31","5969","-37.8","50","8","C","-","B-","17","-66.91","9601","No"
"4839","SOCA","Solarius Cap Acqn Cl A","10.1","0","0","0","0","5","38","C-","-","B-","24","-0.49","23","No"
"4840","SOFI","SoFi Technologies","26.44","-0.86","-0.23","47958","-20","80","90","B-","B","C-","90","-19.22","59922","No"
"4841","SOGP","Sound Group ADR","15.1","2.86","0.42","25","-69.2","80","99","A","C","B-","84","-59.19","81","No"
"4842","SOHO","Sotherly Hotels","2.16","0.47","0.01","140","-2.9","8","98","C-","D","B+","49","-1.82","144","No"
"4843","SOHU","Sohu.com ADR","16.37","0.31","0.05","49","16.3","64","87","C-","E","A","80","-5.13","41","No"
"4844","SOLS","Solstice Advanced Matls","60.51","5.47","3.14","4202","3.7","19","81","A","B","A","74","-0.8","4054","No"
"4845","SOLV","Solventum","80.44","0.49","0.39","714","-39.3","44","67","B+","B","B-","62","-8.8","1124","No"
"4846","SOMLY","Secom ADR","9.07","0.55","0.05","140","-5.5","48","49","C-","-","B+","-","-8.53","149","No"
"4847","SON","Sonoco Products","49.11","-0.43","-0.21","1206","27.6","83","67","C","A","B-","85","-1.96","946","No"
"4848","SONDQ","Sonder Holdings","0","-100","-0.01","1","-100","9","1","E","-","E","1","-100","17507","No"
"4849","SONM","Sonim Technologies","3.95","5.33","0.2","48","-5","43","1","D","E","D+","3","-93.9","50","No"
"4850","SONO","Sonos","15.93","-1.67","-0.27","1161","-25.4","34","85","B","C","B-","62","-19.63","1557","No"
"4851","SONY","Sony Group ADR","24.12","0.12","0.03","9476","129.7","65","24","C+","C","E","33","-20.5","4125","No"
"4852","SOPA","Society Pass","2.57","-4.46","-0.12","511","-91.5","27","97","A","E","B-","52","-61.93","6038","No"
"4853","SOPH","SOPHiA GENETICS","5.16","0.19","0.01","71","-24.2","11","90","A+","D","B+","74","-6.94","94","No"
"4854","SORA","AsiaStrategy","3.08","0","0","0","-99.1","80","10","C-","D","B","32","-78.24","25","No"
